IMTB	1596412800	0	regular
PLW	1600646400	0	regular
RYJ	1545609600	2	appreciated
QARP	1593129600	0	regular
SCHJ	1604275200	0	regular
RBO.TO	1603324800	0	regular
BXF.TO	1592870400	0	regular
MMTM	1592784000	0	regular
NTIP	1291852800	10	celebrity
EQWL	1584921600	0	regular
OILK	1577145600	1	respected
ISHG	1419379200	6	priceless
CALF	1584921600	0	regular
BBSA	1604275200	0	regular
DMRE	1585008000	0	regular
NUSA	1601510400	0	regular
FVL	1576195200	1	respected
RWVG	1577059200	1	respected
UST	1592956800	0	regular
DS.TO	1603929600	0	regular
DVVDF	1603929600	0	regular
GSIG	1604275200	0	regular
FRDM	1592179200	0	regular
VLU	1592784000	0	regular
RWGV	1577059200	1	respected
PFL.TO	1601251200	0	regular
CRWTF	1464307200	4	inestimable
PST	1577145600	1	respected
PIB.NO	1601251200	0	regular
TBX	1577145600	1	respected
TYD	1577059200	1	respected
ICOW	1577145600	1	respected
DALI	1593043200	0	regular
KFYP	1545782400	2	appreciated
DCC.TO	1511827200	3	valuable
USLB	1577059200	1	respected
TYO	1569283200	1	respected
PGB.NO	1601251200	0	regular
RMBO.TO	1600732800	0	regular
AMCA	1600819200	0	regular
SDCI	1569369600	1	respected
USEQ	1592784000	0	regular
ECOW	1577145600	1	respected
FFN.PR.A.TO	1101427200	16	pasha
TLGNL	1436313600	5	precious
IWM	1576454400	1	respected
TLT	1604275200	0	regular
IWN	1585094400	0	regular
IWO	1600819200	0	regular
OGKJL	1435017600	5	precious
IWY	1585094400	0	regular
VTWO	1593043200	0	regular
BSCM	1603065600	0	regular
BSCL	1603065600	0	regular
BTT	1605225600	0	regular
IBDM	1601510400	0	regular
BSCN	1603065600	0	regular
IBDN	1604275200	0	regular
IBDO	1604275200	0	regular
BSCO	1603065600	0	regular
BSCK	1603065600	0	regular
IBDP	1604275200	0	regular
NUGT	1545868800	2	appreciated
BSJL	1603065600	0	regular
IBDL	1601510400	0	regular
IBDQ	1601510400	0	regular
IWX	1592179200	0	regular
IWL	1576454400	1	respected
BSCP	1603065600	0	regular
BSJM	1603065600	0	regular
JNUG	1569283200	1	respected
SMDV	1592956800	0	regular
IBDR	1604275200	0	regular
BSJK	1603065600	0	regular
GUSH	1592870400	0	regular
JHB	1605139200	0	regular
VTWV	1576454400	1	respected
TBT	1585094400	0	regular
ERX	1592870400	0	regular
VTWG	1593043200	0	regular
BSJN	1603065600	0	regular
ZROZ	1593561600	0	regular
IBDS	1604275200	0	regular
IBMK	1601510400	0	regular
FIV	1601510400	0	regular
BSCQ	1603065600	0	regular
IBMJ	1601510400	0	regular
BKK	1600041600	0	regular
IBML	1601510400	0	regular
TMF	1569283200	1	respected
NXQ	1513209600	3	valuable
BSCR	1603065600	0	regular
BRZU	1577059200	1	respected
TBF	1577145600	1	respected
ETX	1605830400	0	regular
EFL	1602201600	0	regular
EHT	1597190400	0	regular
IBDT	1601510400	0	regular
BSJO	1603065600	0	regular
BGIO	1605225600	0	regular
IBMM	1604275200	0	regular
JPT	1526256000	2	appreciated
BSJP	1603065600	0	regular
BSCS	1603065600	0	regular
SMMD	1585094400	0	regular
DCF	1586217600	0	regular
IBMN	1604275200	0	regular
CHAU	1585008000	0	regular
JEMD	1597276800	0	regular
DUST	1569283200	1	respected
INDL	1569283200	1	respected
TMV	1577059200	1	respected
IBDU	1601510400	0	regular
NHA	1605139200	0	regular
IHTA	1576108800	1	respected
BFO	1576195200	1	respected
JHAA	1605139200	0	regular
IBDD	1601510400	0	regular
JDST	1569283200	1	respected
RUSL	1569283200	1	respected
IBMO	1604275200	0	regular
DRIP	1569283200	1	respected
BSJQ	1603065600	0	regular
CWEB	1545868800	2	appreciated
BSCT	1603065600	0	regular
OMFS	1584921600	0	regular
RQJ.TO	1603324800	0	regular
RQN.TO	1603324800	0	regular
RQK.TO	1603324800	0	regular
RQL.TO	1603324800	0	regular
NCB	1581552000	0	regular
UBOT	1569283200	1	respected
IBMQ	1601510400	0	regular
IBDV	1604275200	0	regular
UBT	1577145600	1	respected
IBMP	1604275200	0	regular
NYV	1581552000	0	regular
BSMM	1603065600	0	regular
SMHB	1602201600	0	regular
LBJ	1577059200	1	respected
ERY	1569283200	1	respected
RYLD	1582502400	0	regular
BSML	1603065600	0	regular
IBCE	1604275200	0	regular
IBHA	1596412800	0	regular
RQI.TO	1603324800	0	regular
TTT	1577145600	1	respected
IBHB	1604275200	0	regular
IBTJ	1604275200	0	regular
IBTG	1604275200	0	regular
PFFL	1602201600	0	regular
BSMN	1603065600	0	regular
BSJR	1603065600	0	regular
SPUU	1577059200	1	respected
IDIV	1601337600	0	regular
BSMP	1603065600	0	regular
BSMQ	1603065600	0	regular
IBTD	1604275200	0	regular
BSMO	1603065600	0	regular
IBHE	1601510400	0	regular
IBHC	1601510400	0	regular
BSDE	1603065600	0	regular
IBTF	1604275200	0	regular
GOVZ	1604275200	0	regular
BSMR	1603065600	0	regular
IBTI	1604275200	0	regular
IBTH	1604275200	0	regular
IBTE	1601510400	0	regular
IBHD	1604275200	0	regular
BSCE	1603065600	0	regular
BSBE	1603065600	0	regular
IBTA	1596412800	0	regular
BSAE	1603065600	0	regular
SDYL	1594598400	0	regular
BSMS	1603065600	0	regular
BSMT	1603065600	0	regular
TFLT	1596585600	0	regular
IBTB	1598918400	0	regular
IBTK	1604275200	0	regular
TGOPY	1576108800	1	respected
IEI	1604275200	0	regular
IWV	1585094400	0	regular
ASHR	1450224000	5	precious
FAS	1585008000	0	regular
TECL	1552953600	1	respected
SOXL	1577059200	1	respected
SPXL	1577059200	1	respected
TNA	1577059200	1	respected
TDTT	1604275200	0	regular
VTHR	1593043200	0	regular
DIAX	1583971200	0	regular
SPXS	1577059200	1	respected
TZA	1577059200	1	respected
NAIL	1569283200	1	respected
LABU	1569283200	1	respected
DFEN	1585008000	0	regular
YINN	1585008000	0	regular
TSIOF	1504224000	3	valuable
NXR	1513209600	3	valuable
FAZ	1577059200	1	respected
EDC	1585008000	0	regular
ENTR	1545091200	2	appreciated
DPST	1585008000	0	regular
LABD	1569283200	1	respected
CURE	1592870400	0	regular
SOXS	1577059200	1	respected
PRNT	1545868800	2	appreciated
TECS	1577059200	1	respected
HIBL	1577059200	1	respected
MIDU	1577059200	1	respected
TPOR	1585008000	0	regular
RETL	1569283200	1	respected
DRN	1585008000	0	regular
WBIG	1578960000	0	regular
EDOW	1585180800	0	regular
KORU	1561420800	1	respected
WBIL	1584403200	0	regular
WBIE	1577664000	1	respected
YANG	1569283200	1	respected
WBIF	1577664000	1	respected
DUSL	1585008000	0	regular
BCTF	1524528000	2	appreciated
HIBS	1577059200	1	respected
DRV	1569283200	1	respected
WBIT	1584403200	0	regular
EDZ	1569283200	1	respected
EURL	1577059200	1	respected
MEXX	1577059200	1	respected
WANT	1569283200	1	respected
UTSL	1585008000	0	regular
EQE.NO	1593129600	0	regular
EQE.F.NO	1593129600	0	regular
MDY	1592524800	0	regular
IJK	1585094400	0	regular
IJJ	1600819200	0	regular
WDFC	1018396800	18	caliph
SPMD	1592784000	0	regular
DSI	1600819200	0	regular
MDYG	1592784000	0	regular
MDYV	1592784000	0	regular
ILF	1576454400	1	respected
IVOO	1593043200	0	regular
REGL	1592956800	0	regular
IVOG	1513641600	3	valuable
IVOV	1356307200	8	exemplary
RFG	1584921600	0	regular
RWK	1592784000	0	regular
BFOR	1545264000	2	appreciated
JPXN	1576454400	1	respected
DMRM	1585008000	0	regular
EWMC	1584921600	0	regular
RFV	1592784000	0	regular
JPN	1576627200	1	respected
HJPX	1577145600	1	respected
SPY	1592524800	0	regular
IVV	1585094400	0	regular
VOO	1593388800	0	regular
IVW	1585094400	0	regular
IVE	1600819200	0	regular
RSP	1584921600	0	regular
SPYG	1592784000	0	regular
SPLV	1600646400	0	regular
SPLG	1592784000	0	regular
SPYV	1592784000	0	regular
ZSP.TO	1577404800	1	respected
NOBL	1577145600	1	respected
XSP.TO	1577664000	1	respected
VOOG	1593043200	0	regular
VFV.TO	1593388800	0	regular
RPG	1592784000	0	regular
XUS.TO	1577664000	1	respected
SPHD	1600646400	0	regular
AIA	1576454400	1	respected
SPYD	1592524800	0	regular
SPHQ	1592784000	0	regular
FV	1576195200	1	respected
RYT	1592784000	0	regular
FEZ	1592784000	0	regular
XLG	1592784000	0	regular
ZUE.TO	1577404800	1	respected
ZSP.U.TO	1577404800	1	respected
VOOV	1593043200	0	regular
BXMX	1600041600	0	regular
VSP.TO	1593388800	0	regular
RPV	1592784000	0	regular
RWL	1584921600	0	regular
FIVG	1592870400	0	regular
SPYX	1592784000	0	regular
RYH	1592784000	0	regular
CFO	1602028800	0	regular
CFA	1602028800	0	regular
INDY	1560729600	1	respected
TDTF	1604275200	0	regular
RHS	1584921600	0	regular
SPHB	1584921600	0	regular
EPS	1592870400	0	regular
CATH	1577664000	1	respected
RGI	1584921600	0	regular
RTM	1592784000	0	regular
SNPE	1584662400	0	regular
DMRL	1585008000	0	regular
RCD	1592784000	0	regular
HFXI	1592956800	0	regular
SPGP	1592784000	0	regular
SPXX	1583971200	0	regular
IQIN	1561334400	1	respected
IFV	1593043200	0	regular
RYU	1592784000	0	regular
FVC	1576195200	1	respected
ULV.F.TO	1601251200	0	regular
BGFV	1535587200	2	appreciated
ADRE	1592784000	0	regular
PBP	1584921600	0	regular
RYF	1592784000	0	regular
SFY	1577318400	1	respected
PHDG	1592784000	0	regular
XYLD	1603065600	0	regular
EQL.F.TO	1593129600	0	regular
QQQN	1602028800	0	regular
SPVU	1584921600	0	regular
RYE	1584921600	0	regular
EQL.TO	1593129600	0	regular
SPMO	1584921600	0	regular
XRLV	1598227200	0	regular
ULV.C.TO	1601251200	0	regular
SPXB	1604275200	0	regular
SPUS	1597795200	0	regular
SPVM	1592784000	0	regular
XPP	1569369600	1	respected
ASHS	1450224000	5	precious
SPDV	1601510400	0	regular
FXP	1577145600	1	respected
EWCO	1584921600	0	regular
EWRE	1592784000	0	regular
ESG.TO	1593129600	0	regular
SPXE	1592956800	0	regular
SFYX	1577318400	1	respected
QMJ	1592870400	0	regular
UHD.F.NO	1601251200	0	regular
EVLMC	1601510400	0	regular
SPXT	1592956800	0	regular
QDIV	1593993600	0	regular
MOM.NO	1593129600	0	regular
SPXN	1585094400	0	regular
CHIL	1577664000	1	respected
ULV.U.TO	1593129600	0	regular
SFYF	1577318400	1	respected
CHNA.B.TO	1577664000	1	respected
UHD.NO	1601251200	0	regular
EQL.U.TO	1593129600	0	regular
ESG.F.TO	1593129600	0	regular
TFIV	1601856000	0	regular
YXI	1577145600	1	respected
SPMV	1592784000	0	regular
NFTY	1569369600	1	respected
XYLG	1603065600	0	regular
SPXV	1592956800	0	regular
UHD.U.NO	1601251200	0	regular
MOM.U.NO	1593129600	0	regular
MOM.F.NO	1593129600	0	regular
XIU.TO	1590105600	0	regular
IJS	1585094400	0	regular
IJT	1585094400	0	regular
SPSM	1592784000	0	regular
SLYV	1592784000	0	regular
SLYG	1592784000	0	regular
SLY	1592784000	0	regular
VIOO	1450310400	5	precious
VIOV	1593043200	0	regular
NTSX	1600732800	0	regular
VIOG	1583798400	0	regular
RWJ	1592784000	0	regular
SIXH	1598832000	0	regular
RZV	1584921600	0	regular
RZG	1584921600	0	regular
SIXA	1598832000	0	regular
SIXL	1598832000	0	regular
DMRS	1577059200	1	respected
SIXS	1601424000	0	regular
EWSC	1592784000	0	regular
ACGYF	1372809600	7	reputable
SUBCY	1524614400	2	appreciated
HNDL	1602547200	0	regular
EIHDF	1553731200	1	respected
AYTEF	1592352000	0	regular
A	1411689600	6	priceless
JPM	1230854400	11	eminence
RHHBF	1489622400	3	valuable
RHHBY	1521072000	2	appreciated
RHHVF	1489622400	3	valuable
BAC	1228262400	12	vip
T	1065571200	17	majesty
PIAIF	1558569600	1	respected
PNGAY	1588809600	0	regular
IDCBF	1530835200	2	appreciated
IDCBY	1530576000	2	appreciated
NVS	1520294400	2	appreciated
NVSEF	1456358400	4	inestimable
ABT	1349913600	8	exemplary
ASML	1587686400	0	regular
ASMLF	1587686400	0	regular
NPPXF	1475020800	4	inestimable
ACN	1554854400	1	respected
NVO	1585267200	0	regular
NONOF	1553212800	1	respected
AZNCF	1582761600	0	regular
AZN	1582761600	0	regular
AAGIY	1591920000	0	regular
BUD	1574121600	1	respected
BUDFF	1557187200	1	respected
AAIGF	1536624000	2	appreciated
ACGBY	1526428800	2	appreciated
ACGBF	1526515200	2	appreciated
WFC	1588809600	0	regular
CMWAY	1582243200	0	regular
SMAWF	1548892800	1	respected
SIEGY	1548892800	1	respected
COCXF	1304294400	9	estimable
CBAUF	1582070400	0	regular
AMT	1323302400	9	estimable
ALIZF	1557360000	1	respected
VLKAF	1430870400	5	precious
VWAGY	1430438400	5	precious
NTTYY	1553644800	1	respected
BTI	1594252800	0	regular
EADSY	1461715200	4	inestimable
BTAFF	1577318400	1	respected
EADSF	1147219200	14	emir
VWAPY	1525392000	2	appreciated
VLKPF	1430870400	5	precious
DTEGY	1553817600	1	respected
AGG	1601510400	0	regular
DTEGF	1553817600	1	respected
AUDVF	1430870400	5	precious
MO	1205712000	12	vip
AIQUF	1527206400	2	appreciated
AIQUY	1527120000	2	appreciated
DOGEF	1520553600	2	appreciated
DNNGY	1520553600	2	appreciated
DMLRY	1558569600	1	respected
DDAIF	1558569600	1	respected
ADDYY	1399334400	6	priceless
ADDDF	1399593600	6	priceless
SWGAY	1558656000	1	respected
ATLKF	1556236800	1	respected
AKSJF	1365724800	7	reputable
HKXCF	1534809600	2	appreciated
BAM.A.TO	1598572800	0	regular
BAM	1390953600	6	priceless
HKXCY	1566777600	1	respected
AMXVF	1562803200	1	respected
ATLKY	1556236800	1	respected
AMX	1573084800	1	respected
AMOV	1573084800	1	respected
AMOVF	1562803200	1	respected
ZFSVF	1428364800	5	precious
ZURVY	1522972800	2	appreciated
DPSGY	1524614400	2	appreciated
PBCRY	1587600000	0	regular
DPSTF	1524614400	2	appreciated
MMC	1097625600	16	pasha
AXAHF	1556755200	1	respected
NABZY	1573776000	1	respected
AXAHY	1556668800	1	respected
BMWYY	1558051200	1	respected
NAUBF	1573689600	1	respected
BAMXF	1526601600	2	appreciated
BAYZF	1556496000	1	respected
BAYRY	1556496000	1	respected
ABB	1522800000	2	appreciated
EQNR	1589500800	0	regular
ABLZF	1522800000	2	appreciated
STOHF	1597363200	0	regular
PBCRF	1575590400	1	respected
ATLCY	1556236800	1	respected
SNP	1590969600	0	regular
IVSXF	1557360000	1	respected
IVSBF	1557360000	1	respected
VIG	1593388800	0	regular
NILSY	1577318400	1	respected
SNPMF	1591056000	0	regular
UBS	1557100800	1	respected
ABEV	1576800000	1	respected
ANZBY	1573171200	1	respected
ANEWF	1573516800	1	respected
STAGF	1404691200	6	priceless
ATTLF	1556236800	1	respected
HENOY	1554768000	1	respected
AON	1027987200	18	caliph
AAUKF	1583971200	0	regular
VLVLY	1459900800	4	inestimable
VOLVF	1459987200	4	inestimable
IFNNY	1550793600	1	respected
VOLAF	1459987200	4	inestimable
IFNNF	1519344000	2	appreciated
NGLOY	1583971200	0	regular
AMKBF	1523404800	2	appreciated
HENKY	1554768000	1	respected
HELKF	1523318400	2	appreciated
AMKBY	1554249600	1	respected
AEP	1044489600	17	majesty
ABX.TO	1559174400	1	respected
BYMOF	1463097600	4	inestimable
VWSYF	1522800000	2	appreciated
VWDRY	1522800000	2	appreciated
MURGY	1524700800	2	appreciated
MURGF	1524700800	2	appreciated
ANCTF	1568246400	1	respected
ANCUF	1568246400	1	respected
ANPDF	1567987200	1	respected
ANPDY	1589328000	0	regular
AMKAF	1523404800	2	appreciated
AIPUF	1576108800	1	respected
DSDVF	1395014400	6	priceless
SKFOF	1302739200	9	estimable
CRARF	1464307200	4	inestimable
HMRZF	1557273600	1	respected
WBA	1005696000	19	caesar
CRARY	1464048000	4	inestimable
NBNKF	1489708800	3	valuable
HNNMY	1557273600	1	respected
NRDBY	1553817600	1	respected
AIG	1220400000	12	vip
AIPUY	1576022400	1	respected
APTV	1510012800	3	valuable
AMADY	1562716800	1	respected
AMADF	1562716800	1	respected
AHCHY	1433203200	5	precious
AHCHF	1496620800	3	valuable
CLPBF	1544054400	2	appreciated
CLPBY	1575590400	1	respected
BBVXF	1554681600	1	respected
BBVA	1554681600	1	respected
ALL	1227571200	12	vip
MITSY	1553731200	1	respected
HXGBF	1399852800	6	priceless
APTPF	1576108800	1	respected
SVNDY	1582761600	0	regular
MITSF	1522195200	2	appreciated
HXGBY	1399852800	6	priceless
DBOEY	1462752000	4	inestimable
CS	1556841600	1	respected
DBOEF	1400198400	6	priceless
SHLAF	1521676800	2	appreciated
CSGKF	1556841600	1	respected
AHODF	1555027200	1	respected
ADRNY	1555027200	1	respected
SDVKY	1430956800	5	precious
SVNDF	1567036800	1	respected
SHLRF	1521676800	2	appreciated
VEU	1577059200	1	respected
DNHBY	1304035200	9	estimable
DNBHF	1304035200	9	estimable
SCMWY	1522972800	2	appreciated
SWZCF	1522972800	2	appreciated
GELYF	1402272000	6	priceless
ARZGY	1558310400	1	respected
GELYY	1560384000	1	respected
ARZGF	1306108800	9	estimable
RWEOY	1524787200	2	appreciated
ASAZY	1556236800	1	respected
ASAZF	1556236800	1	respected
HOKCF	1559174400	1	respected
ALPMY	1459123200	4	inestimable
AWK	1035331200	18	caliph
KHNGY	1557360000	1	respected
HOKCY	1591574400	0	regular
CAOVF	1560816000	1	respected
CTTAY	1556496000	1	respected
KHNGF	1557360000	1	respected
SDVKF	1525132800	2	appreciated
CTTAF	1588550400	0	regular
ALPMF	1522195200	2	appreciated
SSREF	1429747200	5	precious
DIA	1600387200	0	regular
FMCQF	1400198400	6	priceless
OEZVY	1461024000	4	inestimable
MKC.V	1009411200	19	caesar
SSREY	1429660800	5	precious
BDRFY	1555891200	1	respected
FSNUY	1462924800	4	inestimable
ANNSF	1523923200	2	appreciated
AONNY	1472169600	4	inestimable
CAOVY	1593475200	0	regular
AONNF	1567036800	1	respected
FSNUF	1400457600	6	priceless
BDRFF	1524700800	2	appreciated
FMS	1399939200	6	priceless
TELNY	1557273600	1	respected
TELNF	1570665600	1	respected
AGPPF	1583366400	0	regular
ASBFF	1544659200	2	appreciated
ASBFY	1544659200	2	appreciated
ARE	1238371200	11	eminence
ANGPY	1583366400	0	regular
AVB	1230076800	12	vip
KKR	1533254400	2	appreciated
CABJF	1458259200	4	inestimable
CABGY	1395360000	6	priceless
LTOUF	1585267200	0	regular
MT	1430956800	5	precious
AMSYF	1431043200	5	precious
SGSOY	1521590400	2	appreciated
DB	1432252800	5	precious
CABHF	1458259200	4	inestimable
CHD	1297814400	9	estimable
SGSOF	1395014400	6	priceless
EMSHF	1313452800	9	estimable
ASBRF	1561680000	1	respected
GBERF	1522972800	2	appreciated
GBERY	1522972800	2	appreciated
ASBRY	1561593600	1	respected
CHKGF	1599523200	0	regular
SWDBF	1521763200	2	appreciated
SWDBY	1521763200	2	appreciated
SVKEF	1458691200	4	inestimable
POAHY	1431302400	5	precious
POAHF	1401235200	6	priceless
AKZOF	1556496000	1	respected
ASHTY	1565827200	1	respected
AKZOY	1587945600	0	regular
SVNLF	1521676800	2	appreciated
ASHTF	1597276800	0	regular
LGGNF	1587600000	0	regular
LGGNY	1587600000	0	regular
SVNLY	1521676800	2	appreciated
AEE	1228694400	12	vip
AYALY	1576540800	1	respected
ANFGF	1587600000	0	regular
CVPUF	1398816000	6	priceless
SAUHY	1554768000	1	respected
AVIFY	1581984000	0	regular
SAUHF	1397520000	6	priceless
AMCR	1568073600	1	respected
SNNUF	1585785600	0	regular
SNN	1585785600	0	regular
SYIEY	1526515200	2	appreciated
SYIEF	1526515200	2	appreciated
AYYLF	1576627200	1	respected
AIVAF	1565827200	1	respected
PPCCY	1466985600	4	inestimable
PPCCF	1467158400	4	inestimable
AEM.TO	1590710400	0	regular
AEM	1385510400	7	reputable
AMCCF	1574812800	1	respected
HPGLY	1531267200	2	appreciated
TLSNF	1571788800	1	respected
AVIVF	1582070400	0	regular
SGIOY	1553731200	1	respected
TLSNY	1603324800	0	regular
SGIOF	1522195200	2	appreciated
AVVIY	1565913600	1	respected
CVPBF	1398816000	6	priceless
AOMFF	1372982400	7	reputable
ALSMY	1372636800	7	reputable
PTAIF	1593043200	0	regular
PTAIY	1593129600	0	regular
ARKK	1545868800	2	appreciated
SONVY	1434499200	5	precious
SONVF	1434585600	5	precious
OEZVF	1525132800	2	appreciated
NVZMY	1393459200	6	priceless
NVZMF	1393459200	6	priceless
ATASY	1463702400	4	inestimable
ATASF	1463961600	4	inestimable
ARLUF	1574812800	1	respected
EVKIF	1559088000	1	respected
MINT	1604275200	0	regular
ATEYY	1585267200	0	regular
ACWI	1576454400	1	respected
PEXNY	1581465600	0	regular
HLBZF	1336089600	8	exemplary
SZLMY	1556841600	1	respected
PTXLF	1565222400	1	respected
HDELY	1557446400	1	respected
DNSKF	1489708800	3	valuable
KNVKF	1557273600	1	respected
DNKEY	1521158400	2	appreciated
AHKSY	1569542400	1	respected
EVKIY	1559088000	1	respected
AHKSF	1569542400	1	respected
MTUAY	1555027200	1	respected
SWGAF	1463097600	4	inestimable
FSPKF	1560384000	1	respected
CHYHY	1544140800	2	appreciated
ARRPY	1559692800	1	respected
CRTSF	1543536000	2	appreciated
LNT	1035849600	18	caliph
PKG	1228953600	12	vip
SURDF	1522195200	2	appreciated
AEOXF	1559865600	1	respected
OMVKY	1432166400	5	precious
ESGU	1585094400	0	regular
AICAF	1559520000	1	respected
AVY	1243814400	11	eminence
JBARF	1334275200	8	exemplary
SWMAF	1523491200	2	appreciated
SWMAY	1523491200	2	appreciated
SWGNF	1558656000	1	respected
AIRYY	1559260800	1	respected
MAHMF	1563321600	1	respected
BYCBF	1578268800	0	regular
CZMWY	1523404800	2	appreciated
BAH	1407369600	6	priceless
JBAXY	1555027200	1	respected
EBKDY	1368748800	7	reputable
EBKOF	1305590400	9	estimable
ASX	1565654400	1	respected
ENIA	1557360000	1	respected
PTPIF	1538438400	2	appreciated
AJINY	1553644800	1	respected
BNTGF	1403049600	6	priceless
BNTGY	1402617600	6	priceless
CVVTF	1555286400	1	respected
SYDDF	1514419200	3	valuable
NLY	1585526400	0	regular
SKFRY	1553817600	1	respected
HWM	1549497600	1	respected
COVTY	1555286400	1	respected
STBFY	1561593600	1	respected
HLAGF	1531267200	2	appreciated
STBFF	1561507200	1	respected
SVCBF	1491436800	3	valuable
HGKGY	1589500800	0	regular
CNPAY	1525132800	2	appreciated
AMIGY	1567641600	1	respected
AMIGF	1567641600	1	respected
CCHGY	1562112000	1	respected
HGKGF	1558310400	1	respected
GSLC	1592956800	0	regular
CZMWF	1596758400	0	regular
ALFVY	1461542400	4	inestimable
ASXFF	1567641600	1	respected
APO	1581292800	0	regular
ASXFY	1567641600	1	respected
GJNSY	1553817600	1	respected
CNPAF	1525305600	2	appreciated
AUCOY	1588896000	0	regular
OMVJF	1400544000	6	priceless
SVCBY	1491350400	3	valuable
YRAIF	1525910400	2	appreciated
LDSVF	1366588800	7	reputable
YARIY	1525910400	2	appreciated
GNZUF	1591920000	0	regular
ICAGY	1562112000	1	respected
MNHVF	1567123200	1	respected
MHGVY	1573171200	1	respected
AMRPF	1514332800	3	valuable
AHEXY	1524614400	2	appreciated
BABWF	1562284800	1	respected
HST	1577664000	1	respected
CZAVF	1465257600	4	inestimable
GGNDF	1520985600	2	appreciated
ACRFF	1525996800	2	appreciated
SKBSY	1553817600	1	respected
SKSBF	1553817600	1	respected
GNHAY	1494806400	3	valuable
AHEXF	1524614400	2	appreciated
PNDZF	1552521600	1	respected
GNNDY	1520985600	2	appreciated
SURRY	1526256000	2	appreciated
HKTTF	1589328000	0	regular
GLPI	1583366400	0	regular
HKTTY	1589155200	0	regular
GNHAF	1526515200	2	appreciated
PANDY	1552521600	1	respected
CHKIF	1529452800	2	appreciated
SURRF	1494892800	3	valuable
AEXAY	1527552000	2	appreciated
ADTTF	1585526400	0	regular
ORKLY	1556236800	1	respected
IAUGF	1549929600	1	respected
ZNH	1529366400	2	appreciated
ORKLF	1556236800	1	respected
AQN.TO	1601337600	0	regular
ACCYY	1525824000	2	appreciated
ASMIY	1558483200	1	respected
AQN	1411689600	6	priceless
SBSNF	1463011200	4	inestimable
KIGRY	1557446400	1	respected
TMSNY	1558051200	1	respected
ALFVF	1461628800	4	inestimable
IAUGY	1565913600	1	respected
ZLIOF	1561420800	1	respected
SKUFF	1553817600	1	respected
ACSAF	1592870400	0	regular
LZRFY	1584662400	0	regular
AGESY	1558656000	1	respected
BOLIF	1525132800	2	appreciated
AEXAF	1527552000	2	appreciated
HKVTY	1585526400	0	regular
PTCAY	1558656000	1	respected
NHYKF	1557273600	1	respected
ACSAY	1328140800	8	exemplary
BDNNY	1560816000	1	respected
AYAAF	1520380800	2	appreciated
NHYDY	1557273600	1	respected
SBSNY	1462924800	4	inestimable
EMBVF	1601251200	0	regular
TLTZY	1566518400	1	respected
DUAVF	1464652800	4	inestimable
AU	1490140800	3	valuable
ZLIOY	1561334400	1	respected
ARKAY	1558569600	1	respected
APAJF	1593388800	0	regular
MLCO	1484784000	3	valuable
AULGF	1490140800	3	valuable
ASEKF	1522195200	2	appreciated
DETNF	1596153600	0	regular
TLTZF	1566518400	1	respected
SCHZ	1604275200	0	regular
AMBFF	1576627200	1	respected
UHAL	1500336000	3	valuable
ARKAF	1559001600	1	respected
AGNC	1585526400	0	regular
TELDF	1526428800	2	appreciated
AMBBY	1576627200	1	respected
SLFPY	1585785600	0	regular
ACDSF	1596067200	0	regular
SLFPF	1585785600	0	regular
LEVI	1570060800	1	respected
AUKNY	1553040000	1	respected
ALNPY	1332806400	8	exemplary
ALNPF	1364342400	7	reputable
